playlist_genre,danceability,energy,valence,liveness,speechiness,acousticness,track_popularity,track_name,track_artist
k-pop,0.668,0.628,0.568,0.0293,0.046,0.129,83,Rockstar,LISA
k-pop,0.745,0.747,0.363,0.0738,0.0815,0.0073,72,Supernova,aespa
k-pop,0.695,0.786,0.465,0.109,0.0666,0.0668,74,Armageddon,aespa
k-pop,0.77,0.597,0.875,0.239,0.223,0.53,72,Small girl (feat. D.O.),"Lee Young Ji, D.O."
k-pop,0.875,0.782,0.906,0.113,0.078,0.151,78,SPOT!,"ZICO, JENNIE"
k-pop,0.803,0.895,0.757,0.154,0.0623,0.0816,78,How Sweet,NewJeans
k-pop,0.774,0.728,0.461,0.0473,0.169,0.113,78,SHEESH,BABYMONSTER
k-pop,0.871,0.5,0.76,0.0672,0.103,0.32,75,LIKE THAT,BABYMONSTER
k-pop,0.801,0.774,0.383,0.0968,0.157,0.00871,69,Smoothie,NCT DREAM
k-pop,0.644,0.872,0.378,0.363,0.0417,0.164,78,Drama,aespa
pop,0.521,0.592,0.535,0.122,0.0304,0.308,100,Die With A Smile,"Lady Gaga, Bruno Mars"
pop,0.777,0.783,0.939,0.355,0.26,0.0283,98,APT.,"ROSÉ, Bruno Mars"
pop,0.747,0.507,0.438,0.117,0.0358,0.2,97,BIRDS OF A FEATHER,Billie Eilish
pop,0.554,0.808,0.372,0.159,0.0368,0.214,93,That’s So True,Gracie Abrams
pop,0.66,0.756,0.838,0.193,0.032,0.00289,92,Who,Jimin
pop,0.487,0.711,0.317,0.152,0.0322,0.000175,71,Running Wild,Jin
pop,0.494,0.413,0.273,0.193,0.0254,0.682,93,Sailor Song,Gigi Perez
pop,0.674,0.907,0.721,0.297,0.064,0.101,93,Taste,Sabrina Carpenter
pop,0.694,0.651,0.471,0.0787,0.0784,0.496,93,Tu Boda,"Oscar Maydon, Fuerza Regida"
pop,0.467,0.247,0.126,0.17,0.0431,0.612,93,WILDFLOWER,Billie Eilish
pop,0.699,0.776,0.708,0.205,0.0293,0.131,88,Espresso,Sabrina Carpenter
pop,0.769,0.722,0.57,0.111,0.0507,0.0584,92,Timeless (with Playboi Carti),"The Weeknd, Playboi Carti"
pop,0.7,0.582,0.785,0.0881,0.0356,0.0502,94,"Good Luck, Babe!",Chappell Roan
pop,0.833,0.563,0.343,0.139,0.204,0.528,82,Qué Pasaría...,"Rauw Alejandro, Bad Bunny"
pop,0.336,0.627,0.35,0.0708,0.0384,0.164,87,All I Want for Christmas Is You,Mariah Carey
pop,0.733,0.598,0.935,0.156,0.0278,0.212,72,Last Christmas - Single Version,Wham!
pop,0.472,0.471,0.219,0.14,0.0603,0.151,89,Beautiful Things,Benson Boone
pop,0.924,0.668,0.787,0.0678,0.0469,0.446,93,Si Antes Te Hubiera Conocido,KAROL G
pop,0.466,0.872,0.806,0.121,0.0336,0.0156,79,The Emptiness Machine,Linkin Park
pop,0.675,0.586,0.621,0.104,0.0531,0.257,87,Please Please Please,Sabrina Carpenter
pop,0.53,0.406,0.338,0.133,0.033,0.656,90,"I Love You, I'm Sorry",Gracie Abrams
pop,0.448,0.369,0.0998,0.638,0.0452,0.968,88,The Night We Met,Lord Huron
pop,0.687,0.627,0.47,0.0893,0.181,0.326,78,Khé?,"Rauw Alejandro, Romeo Santos"
pop,0.612,0.807,0.398,0.101,0.0336,0.0495,90,Sweater Weather,The Neighbourhood
pop,0.464,0.417,0.479,0.0974,0.0256,0.136,90,I Wanna Be Yours,Arctic Monkeys
pop,0.561,0.604,0.242,0.104,0.0337,0.199,89,Lose Control,Teddy Swims
pop,0.558,0.559,0.62,0.109,0.0959,0.371,90,See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis"
pop,0.429,0.661,0.285,0.234,0.0281,0.00239,89,Yellow,Coldplay
pop,0.505,0.812,0.664,0.444,0.461,0.285,88,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne"
pop,0.853,0.56,0.86,0.0944,0.0406,0.013,88,That's What I Like,Bruno Mars
pop,0.726,0.698,0.867,0.309,0.0431,0.049,89,Locked out of Heaven,Bruno Mars
pop,0.739,0.727,0.676,0.104,0.0426,0.0678,90,Bed Chem,Sabrina Carpenter
pop,0.392,0.555,0.191,0.13,0.039,0.287,87,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young"
pop,0.672,0.52,0.37,0.115,0.0353,0.859,89,Night Changes,One Direction
pop,0.598,0.47,0.879,0.505,0.0496,0.617,83,Rockin' Around The Christmas Tree,Brenda Lee
pop,0.264,0.64,0.19,0.151,0.0442,0.0393,89,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp"
pop,0.635,0.841,0.424,0.0622,0.0422,0.0134,85,Just the Way You Are,Bruno Mars
pop,0.722,0.706,0.599,0.067,0.0292,0.072,84,A Bar Song (Tipsy),Shaboozey
pop,0.482,0.757,0.12,0.143,0.0355,0.0137,88,NIGHTS LIKE THIS,The Kid LAROI
pop,0.315,0.715,0.497,0.0942,0.0362,0.00125,87,Iris,The Goo Goo Dolls
pop,0.556,0.864,0.4,0.209,0.0584,0.00958,88,In the End,Linkin Park
pop,0.74,0.643,0.96,0.0407,0.0413,0.041,84,Too Sweet,Hozier
pop,0.633,0.725,0.64,0.205,0.0427,0.0461,87,Juno,Sabrina Carpenter
pop,0.483,0.731,0.484,0.151,0.0381,0.436,85,Riptide,Vance Joy
pop,0.571,0.928,0.488,0.297,0.0453,0.00932,78,Heavy Is the Crown,Linkin Park
pop,0.745,0.513,0.929,0.216,0.087,0.783,88,DOS DÍAS,"Tito Double P, Peso Pluma"
pop,0.724,0.689,0.936,0.0922,0.0524,0.573,89,EL LOKERON,Tito Double P
pop,0.525,0.621,0.592,0.291,0.117,0.0489,82,Santa Tell Me,Ariana Grande
pop,0.754,0.424,0.806,0.0652,0.0363,0.643,80,Jingle Bell Rock,Bobby Helms
pop,0.645,0.646,0.295,0.074,0.0427,0.0615,86,we can't be friends (wait for your love),Ariana Grande
pop,0.672,0.52,0.37,0.115,0.0353,0.859,89,Night Changes,One Direction
pop,0.604,0.366,0.13,0.133,0.0282,0.578,77,Easy On Me,Adele
pop,0.53,0.422,0.349,0.107,0.0342,0.407,78,Wrecking Ball,Miley Cyrus
pop,0.422,0.264,0.331,0.132,0.0322,0.922,83,All of Me,John Legend
pop,0.778,0.547,0.442,0.132,0.0489,0.344,83,Just Give Me a Reason (feat. Nate Ruess),"P!nk, Nate Ruess"
pop,0.663,0.706,0.474,0.115,0.0383,0.0654,71,Counting Stars,OneRepublic
pop,0.468,0.779,0.26,0.101,0.0779,0.112,77,Unstoppable,Sia
pop,0.429,0.661,0.285,0.234,0.0281,0.00239,89,Yellow,Coldplay
pop,0.689,0.454,0.912,0.0707,0.0584,0.0351,89,End of Beginning,Djo
pop,0.315,0.715,0.497,0.0942,0.0362,0.00125,87,Iris,The Goo Goo Dolls
pop,0.664,0.5,0.801,0.0966,0.0651,0.799,87,Stick Season,Noah Kahan
pop,0.612,0.28,0.387,0.088,0.0434,0.932,87,When I Was Your Man,Bruno Mars
pop,0.6,0.663,0.286,0.119,0.0477,0.225,86,Story of My Life,One Direction
pop,0.445,0.537,0.131,0.0944,0.04,0.695,86,Another Love,Tom Odell
pop,0.617,0.635,0.446,0.164,0.0317,0.0498,86,Something Just Like This,"The Chainsmokers, Coldplay"
pop,0.351,0.296,0.12,0.095,0.0333,0.934,86,lovely (with Khalid),"Billie Eilish, Khalid"
pop,0.74,0.697,0.732,0.224,0.034,0.0268,86,Nonsense,Sabrina Carpenter
pop,0.825,0.652,0.931,0.0931,0.0802,0.581,86,Shape of You,Ed Sheeran
pop,0.369,0.192,0.148,0.0954,0.04,0.555,85,Something in the Orange,Zach Bryan
pop,0.635,0.841,0.424,0.0622,0.0422,0.0134,85,Just the Way You Are,Bruno Mars
pop,0.358,0.557,0.494,0.0902,0.059,0.695,85,Say You Won't Let Go,James Arthur
pop,0.684,0.607,0.498,0.191,0.1,0.0267,85,Sure Thing,Miguel
pop,0.599,0.448,0.168,0.106,0.0232,0.163,86,Perfect,Ed Sheeran
pop,0.557,0.442,0.213,0.11,0.0243,0.731,84,The Scientist,Coldplay
pop,0.346,0.552,0.0789,0.114,0.0282,0.417,84,Skyfall,Adele
pop,0.604,0.822,0.288,0.147,0.0438,0.00672,84,Thunder,Imagine Dragons
pop,0.359,0.543,0.453,0.118,0.0919,0.492,84,Lover,Taylor Swift
pop,0.695,0.763,0.551,0.0863,0.0396,0.189,83,Circles,Post Malone
pop,0.357,0.425,0.27,0.322,0.0333,0.584,83,Heather,Conan Gray
pop,0.601,0.741,0.441,0.415,0.0478,0.185,83,Ghost,Justin Bieber
pop,0.742,0.713,0.879,0.059,0.0303,0.0205,83,Maps,Maroon 5
pop,0.614,0.379,0.201,0.0986,0.0476,0.607,84,Photograph,Ed Sheeran
pop,0.752,0.754,0.755,0.0486,0.0615,0.0151,82,Stitches,Shawn Mendes
pop,0.209,0.417,0.124,0.113,0.0338,0.164,82,Fix You,Coldplay
pop,0.712,0.603,0.67,0.115,0.0262,0.186,82,Fast Car,Luke Combs
pop,0.459,0.574,0.183,0.0885,0.0577,0.608,81,Before You Go,Lewis Capaldi
pop,0.633,0.648,0.49,0.161,0.062,0.121,81,Anti-Hero,Taylor Swift
pop,0.585,0.776,0.427,0.3,0.0459,0.0572,81,Complicated,Avril Lavigne
pop,0.449,0.585,0.212,0.0833,0.0268,0.0509,81,Paradise,Coldplay
pop,0.775,0.327,0.595,0.0821,0.0557,0.841,82,Memories,Maroon 5
pop,0.781,0.445,0.591,0.184,0.0295,0.474,81,Thinking out Loud,Ed Sheeran
pop,0.481,0.638,0.497,0.154,0.0276,0.153,80,Drops of Jupiter (Tell Me),Train
pop,0.671,0.845,0.775,0.329,0.048,0.0207,80,Dance The Night - From Barbie The Album,Dua Lipa
pop,0.704,0.797,0.825,0.0546,0.0475,0.0826,79,I Ain't Worried,OneRepublic
pop,0.674,0.628,0.552,0.0944,0.03,0.00144,79,Try,P!nk
pop,0.712,0.862,0.809,0.093,0.0378,0.0525,82,This Love,Maroon 5
pop,0.765,0.473,0.34,0.391,0.0514,0.287,79,7 Years,Lukas Graham
pop,0.449,0.465,0.543,0.303,0.0791,0.524,79,Heartbreak Anniversary,Giveon
pop,0.796,0.798,0.942,0.0952,0.0317,0.034,79,Cold Heart - PNAU Remix,"Elton John, Dua Lipa, PNAU"
pop,0.63,0.53,0.417,0.177,0.0434,0.4,78,Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend"
pop,0.551,0.55,0.342,0.202,0.0286,0.777,78,Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold"
pop,0.651,0.663,0.465,0.0994,0.0281,0.228,80,She Will Be Loved - Radio Mix,Maroon 5
pop,0.677,0.401,0.195,0.116,0.0308,0.712,78,This Town,Niall Horan
pop,0.85,0.699,0.915,0.32,0.0776,0.152,78,Lil Boo Thang,Paul Russell
pop,0.591,0.764,0.478,0.103,0.0483,0.0383,78,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber"
pop,0.597,0.45,0.537,0.382,0.0418,0.223,78,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber"
pop,0.621,0.82,0.452,0.104,0.0367,0.332,78,Marry You,Bruno Mars
pop,0.681,0.174,0.231,0.0983,0.0315,0.837,78,Dancing On My Own,Calum Scott
pop,0.752,0.488,0.533,0.0936,0.0705,0.293,78,Without Me,Halsey
pop,0.721,0.738,0.637,0.118,0.0403,0.00226,77,Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers"
pop,0.673,0.902,0.536,0.0558,0.0346,0.0591,77,Best Day Of My Life,American Authors
pop,0.748,0.788,0.884,0.0863,0.0334,0.0591,78,Sugar,Maroon 5
pop,0.753,0.657,0.437,0.112,0.0449,0.171,76,The Middle,"Zedd, Maren Morris, Grey"
pop,0.516,0.342,0.0993,0.21,0.0425,0.55,76,Lose You To Love Me,Selena Gomez
pop,0.601,0.794,0.244,0.418,0.0671,0.00987,76,Nothing Breaks Like a Heart (feat. Miley Cyrus),"Mark Ronson, Miley Cyrus"
pop,0.492,0.673,0.488,0.137,0.0347,0.413,76,Last Night,Morgan Wallen
pop,0.674,0.426,0.337,0.132,0.122,0.12,76,Royals,Lorde
pop,0.638,0.656,0.225,0.146,0.0357,0.188,75,Bleeding Love,Leona Lewis
pop,0.56,0.825,0.268,0.161,0.0379,0.323,75,A Thousand Miles,Vanessa Carlton
pop,0.627,0.792,0.415,0.0845,0.031,0.13,75,Love Story (Taylor’s Version),Taylor Swift
pop,0.759,0.54,0.75,0.0945,0.0287,0.037,75,Señorita,"Shawn Mendes, Camila Cabello"
pop,0.515,0.683,0.572,0.392,0.0371,0.0749,74,Wide Awake,Katy Perry
pop,0.703,0.444,0.712,0.0973,0.0417,0.559,74,I'm Yours,Jason Mraz
pop,0.558,0.719,0.371,0.115,0.0267,0.0367,74,Wherever You Will Go,The Calling
pop,0.864,0.495,0.72,0.0992,0.037,0.591,74,Somebody That I Used To Know,"Gotye, Kimbra"
pop,0.482,0.706,0.144,0.105,0.0607,0.135,74,Girl on Fire,Alicia Keys
pop,0.694,0.495,0.799,0.0644,0.0329,0.0137,74,You Know I'm No Good,Amy Winehouse
pop,0.553,0.586,0.443,0.0813,0.0362,0.697,74,Be Alright,Dean Lewis
pop,0.52,0.903,0.652,0.254,0.042,0.00517,74,Someone To You,BANNERS
pop,0.459,0.331,0.271,0.135,0.0421,0.817,73,Arcade,Duncan Laurence
pop,0.564,0.714,0.33,0.155,0.129,0.0549,73,Fight Song,Rachel Platten
pop,0.719,0.798,0.591,0.134,0.0361,0.0162,73,Teenage Dream,Katy Perry
pop,0.491,0.588,0.193,0.0906,0.0506,0.0281,72,What About Us,P!nk
pop,0.5,0.71,0.419,0.329,0.0339,0.19,72,Demons,Imagine Dragons
pop,0.286,0.445,0.278,0.114,0.0347,0.355,72,If You Love Her,Forest Blakk
pop,0.728,0.415,0.455,0.0616,0.0639,0.401,72,Issues,Julia Michaels
pop,0.494,0.632,0.0797,0.0869,0.0342,0.682,72,You Say,Lauren Daigle
pop,0.464,0.473,0.604,0.109,0.129,0.866,72,If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels"
pop,0.508,0.72,0.472,0.0563,0.0628,0.272,71,Halo,Beyoncé
pop,0.378,0.638,0.735,0.0849,0.075,0.02,71,We Are Young (feat. Janelle Monáe),"fun., Janelle Monáe"
pop,0.644,0.549,0.167,0.134,0.0285,0.0209,71,No One,Alicia Keys
pop,0.49,0.725,0.335,0.0983,0.0392,0.123,70,Back To Black,Amy Winehouse
pop,0.654,0.63,0.43,0.111,0.0259,0.153,70,"10,000 Hours (with Justin Bieber)","Dan + Shay, Justin Bieber"
pop,0.398,0.316,0.174,0.295,0.0368,0.805,70,Rise Up,Andra Day
pop,0.666,0.922,0.758,0.0867,0.0352,0.000348,70,Part Of Me,Katy Perry
pop,0.349,0.348,0.0886,0.12,0.0316,0.726,69,jar of hearts,Christina Perri
pop,0.399,0.787,0.572,0.0685,0.0499,0.0197,69,Chandelier,Sia
pop,0.6,0.465,0.0682,0.149,0.0314,0.643,69,Control,Zoe Wees
pop,0.726,0.698,0.867,0.309,0.0431,0.049,89,Locked out of Heaven,Bruno Mars
pop,0.679,0.587,0.486,0.137,0.276,0.141,87,Starboy,"The Weeknd, Daft Punk"
pop,0.908,0.669,0.662,0.237,0.0738,0.00286,86,Without Me,Eminem
pop,0.825,0.652,0.931,0.0931,0.0802,0.581,86,Shape of You,Ed Sheeran
pop,0.671,0.939,0.53,0.298,0.161,0.191,84,Give Me Everything (feat. Nayer),"Pitbull, AFROJACK, Ne-Yo, Nayer"
pop,0.573,0.902,0.876,0.0928,0.054,0.018,84,Take on Me,a-ha
pop,0.778,0.824,0.758,0.405,0.0707,0.284,84,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean"
pop,0.894,0.791,0.583,0.0388,0.112,0.0183,84,Yeah! (feat. Lil Jon & Ludacris),"USHER, Lil Jon, Ludacris"
pop,0.578,0.866,0.619,0.257,0.0619,0.00701,83,Shut Up and Dance,WALK THE MOON
pop,0.532,0.887,0.794,0.294,0.0335,0.0778,83,Livin' On A Prayer,Bon Jovi
pop,0.532,0.783,0.643,0.161,0.0523,0.0038,83,Wake Me Up,Avicii
pop,0.774,0.838,0.924,0.242,0.114,0.0249,83,Toxic,Britney Spears
pop,0.692,0.711,0.875,0.12,0.0317,0.225,83,Sweet Dreams (Are Made of This) - 2005 Remaster,"Eurythmics, Annie Lennox, Dave Stewart"
pop,0.755,0.837,0.714,0.289,0.142,0.0991,83,TiK ToK,Kesha
pop,0.655,0.76,0.409,0.299,0.045,0.0797,83,Sorry,Justin Bieber
pop,0.543,0.87,0.754,0.792,0.0428,0.358,82,Dancing Queen,ABBA
pop,0.646,0.823,0.418,0.322,0.0394,0.213,82,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding"
pop,0.729,0.807,0.765,0.319,0.0936,0.181,82,The Way I Are,"Timbaland, Keri Hilson, D.O.E."
pop,0.581,0.963,0.788,0.139,0.0981,0.0295,82,Timber,"Pitbull, Kesha"
pop,0.527,0.835,0.654,0.249,0.0433,0.0166,82,The Nights,Avicii
pop,0.663,0.861,0.654,0.082,0.109,0.0338,81,DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull"
pop,0.759,0.699,0.907,0.443,0.0307,0.202,81,...Baby One More Time,Britney Spears
pop,0.843,0.806,0.613,0.0771,0.269,0.143,81,Ms. Jackson,Outkast
pop,0.851,0.806,0.774,0.121,0.0787,0.119,81,Poker Face,Lady Gaga
pop,0.721,0.802,0.724,0.694,0.0583,0.0921,82,Time of Our Lives,"Pitbull, Ne-Yo"
pop,0.596,0.856,0.743,0.141,0.0346,0.0211,81,Summer,Calvin Harris
pop,0.709,0.824,0.867,0.0888,0.0453,0.207,81,I Wanna Dance with Somebody (Who Loves Me),Whitney Houston
pop,0.533,0.869,0.425,0.136,0.173,0.156,80,Don't Let Me Down,"The Chainsmokers, Daya"
pop,0.788,0.844,0.382,0.0723,0.0334,0.25,80,Gimme More,Britney Spears
pop,0.818,0.803,0.632,0.153,0.0797,0.034,80,24K Magic,Bruno Mars
pop,0.71,0.799,0.725,0.349,0.0328,0.22,80,Girls Just Want to Have Fun,Cyndi Lauper
pop,0.509,0.834,0.774,0.0732,0.0386,0.0183,80,Summer Of '69,Bryan Adams
pop,0.646,0.795,0.796,0.267,0.0976,0.0319,80,Stereo Hearts (feat. Adam Levine),"Gym Class Heroes, Adam Levine"
pop,0.782,0.58,0.66,0.108,0.0407,0.0114,80,Call Me Maybe,Carly Rae Jepsen
pop,0.742,0.882,0.463,0.206,0.117,0.0466,80,No Lie,"Sean Paul, Dua Lipa"
pop,0.604,0.787,0.301,0.127,0.103,0.0679,80,Titanium (feat. Sia),"David Guetta, Sia"
pop,0.967,0.583,0.964,0.0519,0.0789,0.0584,80,SexyBack (feat. Timbaland),"Justin Timberlake, Timbaland"
pop,0.744,0.766,0.61,0.509,0.0265,0.0873,80,I Gotta Feeling,Black Eyed Peas
pop,0.845,0.567,0.793,0.0811,0.0956,0.59,79,What Do You Mean?,Justin Bieber
pop,0.834,0.669,0.547,0.0535,0.0637,0.0341,79,Don't Stop The Music,Rihanna
pop,0.768,0.864,0.891,0.162,0.0324,0.101,79,Wannabe,Spice Girls
pop,0.722,0.761,0.624,0.315,0.0475,0.0119,79,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance","Maroon 5, Christina Aguilera"
pop,0.751,0.834,0.894,0.355,0.0437,0.3,79,Oops!...I Did It Again,Britney Spears
pop,0.5,0.501,0.623,0.26,0.0376,0.462,79,Tainted Love,Soft Cell
pop,0.822,0.739,0.745,0.181,0.0311,0.0264,79,Just Dance,"Lady Gaga, Colby O'Donis"
pop,0.414,0.857,0.348,0.343,0.0808,0.0287,79,Blame (feat. John Newman),"Calvin Harris, John Newman"
pop,0.613,0.574,0.755,0.38,0.467,0.0253,78,Candy Shop,"50 Cent, Olivia"
pop,0.749,0.491,0.536,0.159,0.0403,0.02,78,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA
pop,0.612,0.84,0.438,0.116,0.0509,0.112,78,Don't You Worry Child - Radio Edit,"Swedish House Mafia, John Martin"
pop,0.636,0.815,0.636,0.163,0.0581,0.0185,78,Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates"
pop,0.892,0.714,0.817,0.0521,0.141,0.201,78,Rock Your Body,Justin Timberlake
pop,0.707,0.814,0.717,0.168,0.0577,0.0861,78,Disturbia,Rihanna
pop,0.652,0.917,0.459,0.0509,0.0548,0.0082,78,Believe,Cher
pop,0.729,0.844,0.777,0.0604,0.0344,0.149,78,Don't Go Breaking My Heart,"Elton John, Kiki Dee"
pop,0.766,0.563,0.964,0.115,0.0339,0.0263,78,Can't Get You out of My Head,Kylie Minogue
pop,0.951,0.6,0.822,0.0712,0.0685,0.106,78,Temperature,Sean Paul
pop,0.503,0.726,0.529,0.0895,0.167,0.0159,78,Latch,"Disclosure, Sam Smith"
pop,0.579,0.736,0.613,0.198,0.0527,0.31,78,Waiting For Love,Avicii
pop,0.73,0.777,0.575,0.0691,0.0496,0.105,78,On The Floor,"Jennifer Lopez, Pitbull"
pop,0.554,0.783,0.813,0.631,0.0457,0.416,78,9 to 5,Dolly Parton
pop,0.911,0.551,0.969,0.0863,0.045,0.133,78,Family Affair,Mary J. Blige
pop,0.647,0.8,0.942,0.334,0.165,0.0647,78,Shake It Off,Taylor Swift
pop,0.779,0.64,0.499,0.101,0.159,0.000155,78,Pon de Replay,Rihanna
pop,0.72,0.808,0.869,0.0634,0.0379,0.00793,77,Lady - Hear Me Tonight,Modjo
pop,0.798,0.625,0.858,0.103,0.0548,0.00547,77,All That She Wants,Ace of Base
pop,0.608,0.86,0.437,0.262,0.0554,0.0991,77,Wild Ones (feat. Sia),"Flo Rida, Sia"
pop,0.794,0.811,0.862,0.101,0.038,0.0426,77,Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers],"Daft Punk, Pharrell Williams, Nile Rodgers"
pop,0.584,0.889,0.464,0.309,0.0343,0.0462,77,Levels - Radio Edit,Avicii
pop,0.92,0.654,0.847,0.036,0.0401,0.0236,77,Billie Jean,Michael Jackson
pop,0.673,0.758,0.542,0.341,0.158,0.039,77,Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera"
pop,0.535,0.716,0.901,0.659,0.0431,0.326,77,I Love Rock 'N Roll,Joan Jett & the Blackhearts
pop,0.646,0.77,0.681,0.0715,0.226,0.00249,77,Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z"
pop,0.631,0.927,0.465,0.148,0.0332,0.199,77,This Is What You Came For,"Calvin Harris, Rihanna"
pop,0.641,0.922,0.847,0.0862,0.0786,0.0291,76,Can't Hold Us (feat. Ray Dalton),"Macklemore, Ryan Lewis, Macklemore & Ryan Lewis, Ray Dalton"
pop,0.747,0.716,0.751,0.251,0.0751,0.135,76,Starships,Nicki Minaj
pop,0.867,0.646,0.67,0.279,0.288,0.303,76,No Diggity,"Blackstreet, Dr. Dre, Queen Pen"
pop,0.597,0.87,0.944,0.0678,0.0371,0.0119,76,Walking On Sunshine,Katrina & The Waves
pop,0.616,0.869,0.473,0.064,0.0327,0.0283,76,Club Can't Handle Me (feat. David Guetta),"Flo Rida, David Guetta"
pop,0.67,0.855,0.648,0.335,0.0499,0.0124,77,International Love (feat. Chris Brown),"Pitbull, Chris Brown"
pop,0.749,0.748,0.827,0.469,0.0323,0.295,76,Mamma Mia,ABBA
pop,0.731,0.738,0.958,0.214,0.0377,0.184,76,Don't You Want Me,The Human League
pop,0.666,0.83,0.702,0.191,0.0751,0.0123,76,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake
pop,0.802,0.756,0.963,0.0521,0.0349,0.0843,76,Boogie Wonderland,"Earth, Wind & Fire, The Emotions"
pop,0.544,0.915,0.51,0.115,0.0841,0.129,76,Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts"
pop,0.737,0.86,0.656,0.0574,0.0593,0.11,76,Con Calma,"Daddy Yankee, Snow"
pop,0.722,0.851,0.452,0.108,0.0639,0.0319,76,Glad You Came,The Wanted
pop,0.723,0.809,0.274,0.565,0.0625,0.00346,76,Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake"
pop,0.706,0.89,0.684,0.306,0.0688,0.0588,76,Good Feeling,Flo Rida
pop,0.79,0.593,0.72,0.065,0.0776,0.0983,75,Alors on danse - Radio Edit,Stromae
pop,0.735,0.766,0.6,0.108,0.0383,0.025,75,We Found Love,"Rihanna, Calvin Harris"
pop,0.572,0.835,0.795,0.0702,0.0317,0.171,75,Jump - 2015 Remaster,Van Halen
pop,0.56,0.872,0.682,0.371,0.14,0.0239,75,Good Time,"Owl City, Carly Rae Jepsen"
pop,0.706,0.751,0.195,0.168,0.0708,0.173,75,Replay,Iyaz
pop,0.686,0.702,0.29,0.204,0.0455,0.00637,75,Break Free,"Ariana Grande, Zedd"
pop,0.704,0.861,0.636,0.0992,0.0493,0.587,75,"Freed From Desire - prod. Molella, Phil Jay","Gala, Molella, Phil Jay"
pop,0.572,0.655,0.392,0.0901,0.0344,0.00579,75,Flashdance...What a Feeling - Radio Edit,Irene Cara
pop,0.85,0.7,0.724,0.244,0.0478,0.0607,75,Ride Wit Me,"Nelly, City Spud"
pop,0.622,0.807,0.892,0.306,0.408,0.103,75,Mambo No. 5 (a Little Bit of...),Lou Bega
pop,0.613,0.697,0.476,0.332,0.133,0.0194,74,One More Time,Daft Punk
pop,0.869,0.648,0.9,0.126,0.0633,0.121,75,Let's Groove,"Earth, Wind & Fire"
pop,0.529,0.843,0.188,0.0608,0.0616,0.0628,74,The Final Countdown,Europe
pop,0.794,0.832,0.871,0.203,0.0407,0.237,74,"Whenever, Wherever",Shakira
pop,0.627,0.954,0.312,0.292,0.0425,0.0015,74,Destination Calabria - Radio Edit,"Alex Gaudino, Crystal Waters"
pop,0.731,0.853,0.605,0.268,0.0363,0.0352,74,Everybody (Backstreet's Back) - Radio Edit,Backstreet Boys
pop,0.625,0.842,0.26,0.181,0.0376,0.264,74,Like a Prayer,Madonna
pop,0.706,0.842,0.861,0.0688,0.0417,7.73e-05,74,Hot N Cold,Katy Perry
pop,0.614,0.928,0.879,0.0845,0.0516,0.0408,74,Bye Bye Bye,*NSYNC
pop,0.956,0.741,0.911,0.0615,0.124,0.204,74,Hot In Herre,Nelly
pop,0.684,0.675,0.924,0.242,0.0257,0.163,74,Take A Chance On Me,ABBA
pop,0.812,0.879,0.962,0.365,0.0397,0.017,74,Barbie Girl,Aqua
pop,0.975,0.711,0.815,0.0799,0.0632,0.168,74,Give It To Me,"Timbaland, Justin Timberlake, Nelly Furtado"
pop,0.766,0.772,0.919,0.183,0.0353,0.403,74,Just Can't Get Enough,Depeche Mode
pop,0.707,0.535,0.641,0.0884,0.0436,0.113,74,Stayin' Alive,Bee Gees
pop,0.715,0.833,0.612,0.164,0.108,0.00631,73,Return of the Mack,Mark Morrison
pop,0.878,0.821,0.947,0.183,0.089,0.126,73,Don't Stop 'Til You Get Enough,Michael Jackson
pop,0.498,0.862,0.469,0.352,0.0588,0.000313,73,Infinity 2008 - Klaas Vocal Edit,"Guru Josh Project, Klaas"
pop,0.56,0.857,0.432,0.381,0.0384,0.0594,73,King,Olly Alexander (Years & Years)
