playlist_genre,danceability,energy,valence,liveness,speechiness,acousticness,track_popularity,track_name,track_artist
rock,0.562,0.903,0.791,0.298,0.0296,0.000187,68,Heads Will Roll,Yeah Yeah Yeahs
rock,0.775,0.585,0.518,0.077,0.0271,0.0422,74,Instant Crush (feat. Julian Casablancas),"Daft Punk, Julian Casablancas"
rock,0.606,0.957,0.603,0.14,0.0814,0.00117,72,Are You Gonna Be My Girl,Jet
rock,0.438,0.94,0.421,0.3,0.0452,8.74e-05,73,Time to Pretend,MGMT
rock,0.801,0.795,0.754,0.0717,0.0504,0.0417,81,Feel It Still,Portugal. The Man
rock,0.578,0.509,0.586,0.344,0.0279,0.13,80,misses,Dominic Fike
rock,0.741,0.62,0.934,0.0398,0.0412,0.0295,79,Too Sweet,Hozier
rock,0.633,0.643,0.472,0.78,0.0252,0.106,78,Wasted Summers,juju<3
rock,0.565,0.593,0.429,0.215,0.0883,0.0288,78,Feel It - From The Original Series “Invincible”,d4vd
rock,0.593,0.749,0.649,0.314,0.0475,0.0113,77,The Adults Are Talking,The Strokes
rock,0.815,0.518,0.877,0.104,0.0897,0.223,77,3 Nights,Dominic Fike
rock,0.611,0.846,0.751,0.0784,0.0436,0.00509,77,This Charming Man - 2011 Remaster,The Smiths
rock,0.598,0.924,0.611,0.17,0.0623,0.0205,76,Oysters In My Pocket,Royel Otis
rock,0.654,0.828,0.79,0.122,0.0281,0.00146,76,Fluorescent Adolescent,Arctic Monkeys
rock,0.621,0.901,0.744,0.0875,0.0302,0.17,74,You Get What You Give,New Radicals
rock,0.898,0.509,0.727,0.0876,0.062,0.391,74,THE SHADE,Rex Orange County
rock,0.438,0.94,0.421,0.3,0.0452,8.74e-05,73,Time to Pretend,MGMT
rock,0.636,0.572,0.66,0.0878,0.0913,0.287,73,Vampire Empire,Big Thief
rock,0.66,0.603,0.527,0.0751,0.025,0.00566,73,Her,The American Dawn
rock,0.502,0.798,0.307,0.0979,0.0414,0.00291,72,Not Strong Enough,"boygenius, Julien Baker, Phoebe Bridgers, Lucy Dacus"
rock,0.633,0.684,0.725,0.112,0.591,0.314,71,Hell N Back,Bakar
rock,0.665,0.351,0.451,0.109,0.0276,0.516,71,Ghostride,Crumb
rock,0.539,0.521,0.679,0.367,0.0299,0.00425,69,Someday,The Strokes
rock,0.823,0.544,0.826,0.108,0.0358,0.389,69,Metamodernity,Vansire
rock,0.615,0.658,0.293,0.205,0.0343,0.096,68,Breezeblocks,alt-J
rock,0.781,0.501,0.961,0.0908,0.0333,0.66,68,ROCKMAN,Mk.gee
r&b,0.434,0.586,0.239,0.146,0.138,0.753,80,Open Arms (feat. Travis Scott),"SZA, Travis Scott"
r&b,0.545,0.545,0.549,0.417,0.107,0.667,87,Pink + White,Frank Ocean
r&b,0.524,0.364,0.436,0.1,0.0367,0.808,84,Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R."
r&b,0.662,0.507,0.676,0.0465,0.118,0.257,79,My Boo,"USHER, Alicia Keys"
r&b,0.684,0.607,0.498,0.191,0.1,0.0267,85,Sure Thing,Miguel
r&b,0.559,0.551,0.392,0.11,0.132,0.141,86,Snooze,SZA
r&b,0.609,0.444,0.166,0.104,0.106,0.603,81,If I Ain't Got You,Alicia Keys
r&b,0.689,0.394,0.382,0.0859,0.065,0.711,78,Poison,Brent Faiyaz
r&b,0.911,0.551,0.969,0.0863,0.045,0.133,78,Family Affair,Mary J. Blige
r&b,0.662,0.693,0.655,0.145,0.0698,0.134,74,With You,Chris Brown
r&b,0.692,0.684,0.406,0.156,0.155,0.131,80,Broken Clocks,SZA
r&b,0.372,0.239,0.127,0.168,0.0296,0.856,79,Girl With The Tattoo Enter.lewd,Miguel
r&b,0.81,0.307,0.697,0.0779,0.12,0.16,80,Best Time,Brent Faiyaz
r&b,0.45,0.352,0.408,0.249,0.267,0.649,75,Could've Been (feat. Bryson Tiller),"H.E.R., Bryson Tiller"
r&b,0.665,0.695,0.707,0.106,0.0532,0.347,72,Foolish,Ashanti
r&b,0.652,0.609,0.482,0.233,0.037,0.263,76,Fallin',Alicia Keys
r&b,0.358,0.284,0.276,0.183,0.0285,0.805,84,Nobody Gets Me,SZA
r&b,0.583,0.344,0.581,0.143,0.0559,0.774,78,Clouded,Brent Faiyaz
r&b,0.452,0.574,0.578,0.189,0.311,0.245,78,So Sick,Ne-Yo
r&b,0.704,0.707,0.761,0.318,0.0391,0.539,73,The Boy Is Mine,"Brandy, Monica"
r&b,0.536,0.612,0.57,0.209,0.272,0.119,71,Yo (Excuse Me Miss),Chris Brown
r&b,0.644,0.735,0.418,0.161,0.0391,0.0521,86,Kill Bill,SZA
r&b,0.646,0.503,0.789,0.652,0.0312,0.00426,77,Forever Yours,Brent Faiyaz
r&b,0.641,0.552,0.152,0.148,0.0283,0.027,76,No One,Alicia Keys
r&b,0.59,0.698,0.352,0.107,0.0286,0.000176,76,Hey Daddy (Daddy's Home),USHER
r&b,0.741,0.61,0.72,0.534,0.0511,0.316,76,Sativa,"Jhené Aiko, Swae Lee"
r&b,0.838,0.705,0.837,0.336,0.29,0.195,72,Always On Time,"Ja Rule, Ashanti"
r&b,0.617,0.378,0.22,0.11,0.0315,0.428,76,ALL MINE,Brent Faiyaz
r&b,0.716,0.43,0.472,0.146,0.112,0.482,74,Heart Of A Woman,Summer Walker
r&b,0.657,0.629,0.726,0.254,0.0782,0.194,69,U Remind Me,USHER
r&b,0.347,0.493,0.308,0.127,0.29,0.455,75,Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar"
r&b,0.795,0.594,0.409,0.162,0.0748,0.112,77,Love Galore (feat. Travis Scott),"SZA, Travis Scott"
r&b,0.602,0.5,0.395,0.295,0.298,0.477,75,Been Away,Brent Faiyaz
r&b,0.707,0.618,0.517,0.293,0.19,0.17,72,No Love (with SZA),"Summer Walker, SZA"
r&b,0.796,0.477,0.685,0.12,0.108,0.314,70,Burn,USHER
r&b,0.673,0.681,0.707,0.235,0.118,0.52,77,Miss Independent,Ne-Yo
r&b,0.686,0.588,0.617,0.0954,0.0554,0.178,75,Let Me Love You,Mario
r&b,0.856,0.5,0.886,0.104,0.18,0.487,75,Upset (feat. Tommy Richman & FELIX!),"Brent Faiyaz, FELIX!, Tommy Richman"
r&b,0.61,0.725,0.291,0.154,0.15,0.367,73,Nights Like This (feat. Ty Dolla $ign),"Kehlani, Ty Dolla $ign"
r&b,0.816,0.5,0.649,0.0733,0.03,0.0227,69,U Got It Bad,USHER
r&b,0.412,0.876,0.706,0.297,0.472,0.102,73,You,"Lloyd, Lil Wayne"
r&b,0.81,0.538,0.832,0.0951,0.0357,0.53,74,Because Of You,Ne-Yo
r&b,0.764,0.394,0.465,0.117,0.152,0.231,75,Trust,Brent Faiyaz
r&b,0.727,0.552,0.607,0.198,0.14,0.226,77,Dilemma,"Nelly, Kelly Rowland"
r&b,0.573,0.712,0.346,0.167,0.0732,0.0572,74,Love in This Club (feat. Young Jeezy),"USHER, Jeezy"
r&b,0.625,0.576,0.235,0.187,0.175,0.0543,68,Adorn,Miguel
r&b,0.4,0.366,0.161,0.126,0.0597,0.242,73,The Weekend,SZA
r&b,0.549,0.242,0.286,0.127,0.038,0.809,71,Rehab (Winter In Paris),Brent Faiyaz
r&b,0.62,0.721,0.77,0.563,0.0887,0.0422,77,Language,"Paperboy Fabe, Brent Faiyaz"
r&b,0.845,0.467,0.702,0.0694,0.138,0.0586,68,Confessions Part II,USHER
gaming,0.521,0.592,0.535,0.122,0.0304,0.308,100,Die With A Smile,"Lady Gaga, Bruno Mars"
gaming,0.747,0.507,0.438,0.117,0.0358,0.2,97,BIRDS OF A FEATHER,Billie Eilish
gaming,0.7,0.582,0.785,0.0881,0.0356,0.0502,94,"Good Luck, Babe!",Chappell Roan
gaming,0.701,0.76,0.69,0.185,0.0285,0.107,90,Espresso,Sabrina Carpenter
gaming,0.561,0.604,0.242,0.104,0.0337,0.199,89,Lose Control,Teddy Swims
gaming,0.569,0.882,0.201,0.142,0.06,0.0316,88,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti"
gaming,0.635,0.601,0.332,0.11,0.0295,0.246,88,Stargazing,Myles Smith
gaming,0.742,0.757,0.957,0.305,0.0421,0.0187,88,HOT TO GO!,Chappell Roan
gaming,0.898,0.472,0.214,0.141,0.0776,0.0107,88,Not Like Us,Kendrick Lamar
gaming,0.432,0.583,0.544,0.0933,0.0687,0.174,87,Slow It Down,Benson Boone
gaming,0.722,0.709,0.604,0.0804,0.0273,0.0633,86,A Bar Song (Tipsy),Shaboozey
gaming,0.727,0.782,0.655,0.225,0.042,0.0563,86,Move,"Adam Port, Stryv, Keinemusik, Orso, Malachiii"
gaming,0.464,0.745,0.262,0.363,0.161,0.0235,85,Big Dawgs,"Hanumankind, Kalmi"
gaming,0.669,0.586,0.579,0.104,0.054,0.274,88,Please Please Please,Sabrina Carpenter
gaming,0.561,0.965,0.304,0.371,0.0343,0.00383,85,I'm Good (Blue),"David Guetta, Bebe Rexha"
gaming,0.571,0.544,0.216,0.322,0.0299,0.453,85,Romantic Homicide,d4vd
gaming,0.477,0.854,0.314,0.065,0.275,0.0858,85,New Woman (feat. ROSALÍA),"LISA, ROSALÍA"
gaming,0.472,0.471,0.219,0.14,0.0603,0.151,85,Beautiful Things,Benson Boone
gaming,0.776,0.667,0.618,0.0761,0.0983,0.0146,85,Guess featuring billie eilish,"Charli xcx, Billie Eilish"
gaming,0.599,0.946,0.747,0.0826,0.0447,0.000938,84,i like the way you kiss me,Artemas
gaming,0.638,0.855,0.731,0.245,0.0264,0.00757,84,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen"
gaming,0.745,0.642,0.226,0.0658,0.287,0.0204,84,Ransom,Lil Tecca
gaming,0.476,0.829,0.505,0.167,0.0658,0.0172,84,KEEP UP,Odetari
gaming,0.64,0.552,0.112,0.119,0.129,0.0215,84,Type Shit,"Future, Metro Boomin, Travis Scott, Playboi Carti"
gaming,0.915,0.453,0.287,0.104,0.27,0.0872,84,one of wun,Gunna
gaming,0.704,0.787,0.31,0.159,0.0462,0.00926,83,I Adore You (feat. Daecolm),"HUGEL, Topic, Arash, Daecolm"
gaming,0.853,0.618,0.32,0.0972,0.0923,0.633,83,Black Friday (pretty like the sun),"Lost Frequencies, Tom Odell"
gaming,0.701,0.751,0.22,0.15,0.0502,0.123,83,I Can Do It With a Broken Heart,Taylor Swift
gaming,0.804,0.957,0.962,0.114,0.034,0.125,83,Apple,Charli xcx
gaming,0.592,0.457,0.225,0.146,0.0603,0.661,82,Hope,XXXTENTACION
gaming,0.687,0.792,0.671,0.167,0.0452,0.191,82,Happier,"Marshmello, Bastille"
gaming,0.814,0.676,0.312,0.119,0.231,0.00709,83,Like That,"Future, Metro Boomin, Kendrick Lamar"
gaming,0.755,0.522,0.925,0.0685,0.0575,0.533,82,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee"
gaming,0.847,0.622,0.22,0.285,0.0903,0.119,82,fukumean,Gunna
gaming,0.646,0.668,0.64,0.212,0.0282,0.491,82,Belong Together,Mark Ambor
gaming,0.625,0.733,0.244,0.375,0.0488,0.00598,81,redrum,21 Savage
gaming,0.463,0.642,0.339,0.0686,0.34,0.314,82,WAIT FOR U (feat. Drake & Tems),"Future, Drake, Tems"
gaming,0.634,0.761,0.785,0.549,0.0472,0.00537,81,Miles On It,"Marshmello, Kane Brown"
gaming,0.921,0.537,0.711,0.102,0.0804,0.556,81,Moonlight,XXXTENTACION
gaming,0.808,0.745,0.829,0.292,0.342,0.145,81,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD"
gaming,0.771,0.741,0.19,0.111,0.0374,0.0245,81,Addicted,"Zerb, The Chainsmokers, Ink"
gaming,0.887,0.727,0.932,0.213,0.135,0.381,82,on one tonight,Gunna
gaming,0.673,0.95,0.563,0.398,0.0488,0.0229,81,Thank You (Not So Bad),"Dimitri Vegas & Like Mike, Tiësto, Dido, W&W, Dimitri Vegas, Like Mike"
gaming,0.857,0.62,0.796,0.0934,0.0472,0.646,81,360,Charli xcx
gaming,0.936,0.887,0.889,0.0582,0.0683,0.0292,81,Houdini,Eminem
gaming,0.645,0.646,0.295,0.074,0.0427,0.0615,81,we can't be friends (wait for your love),Ariana Grande
gaming,0.896,0.586,0.642,0.79,0.0559,0.104,81,The Box,Roddy Ricch
gaming,0.943,0.558,0.606,0.0937,0.0568,0.0026,81,Lovin On Me,Jack Harlow
gaming,0.732,0.75,0.401,0.109,0.231,0.00264,81,XO Tour Llif3,Lil Uzi Vert
gaming,0.882,0.764,0.886,0.119,0.204,0.359,81,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby"
gaming,0.762,0.632,0.282,0.18,0.085,0.51,81,Where Are You Now,"Lost Frequencies, Calum Scott"
gaming,0.829,0.512,0.638,0.12,0.187,0.492,80,2055,Sleepy Hallow
gaming,0.701,0.716,0.732,0.324,0.0361,0.174,80,Mood (feat. iann dior),"24kGoldn, iann dior"
gaming,0.681,0.773,0.504,0.0978,0.0345,0.0863,80,SLAY!,Eternxlkz
gaming,0.529,0.673,0.366,0.093,0.175,0.000307,80,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage"
gaming,0.709,0.583,0.533,0.195,0.204,0.138,79,Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown"
gaming,0.702,0.797,0.0356,0.179,0.0557,0.583,79,You & Me - Rivo Remix,"Disclosure, Eliza Doolittle, Rivo"
gaming,0.918,0.681,0.706,0.0615,0.201,0.263,79,Sprinter,"Dave, Central Cee"
gaming,0.671,0.753,0.543,0.177,0.0298,0.019,79,Somedays,"Sonny Fodera, Jazzy, D.O.D"
gaming,0.62,0.761,0.194,0.269,0.175,0.207,79,Back On 74,Jungle
gaming,0.904,0.452,0.613,0.115,0.132,0.174,78,DEVIL IS A LIE,Tommy Richman
gaming,0.803,0.512,0.435,0.0928,0.066,0.128,78,Whatever She Wants,Bryson Tiller
gaming,0.831,0.643,0.142,0.084,0.11,0.046,78,euphoria,Kendrick Lamar
gaming,0.574,0.567,0.526,0.258,0.465,0.164,78,Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate"
gaming,0.565,0.593,0.429,0.215,0.0883,0.0288,78,Feel It - From The Original Series “Invincible”,d4vd
gaming,0.767,0.83,0.187,0.0582,0.206,0.209,77,Push Up - Main Edit,Creeds
gaming,0.628,0.523,0.416,0.219,0.0946,0.701,77,Strangers,Kenya Grace
gaming,0.777,0.934,0.637,0.275,0.254,0.285,77,BACKBONE,"Chase & Status, Stormzy"
gaming,0.755,0.927,0.702,0.0567,0.0645,0.00288,77,FUNKED UP - SLOWED,"xxanteria, isq"
gaming,0.741,0.62,0.934,0.0398,0.0412,0.0295,77,Too Sweet,Hozier
gaming,0.537,0.64,0.222,0.157,0.104,0.146,77,Montagem Mysterious Game,LXNGVX
gaming,0.817,0.963,0.502,0.312,0.0353,0.0683,77,TUCA DONKA,"CURSEDEVIL, DJ FKU, Skorde"
gaming,0.864,0.556,0.726,0.112,0.194,0.255,77,Paint The Town Red,Doja Cat
gaming,0.877,0.803,0.795,0.087,0.0507,0.734,77,MONTAGEM - PR FUNK,"S3BZS, Mc Gw, Mc Menor Do Alvorada"
gaming,0.911,0.573,0.972,0.403,0.288,0.38,77,Doja,Central Cee
gaming,0.848,0.629,0.586,0.049,0.0424,0.016,77,Somebody (2024),"Gotye, FISHER, Chris Lake, Kimbra, Sante Sansone"
gaming,0.58,0.777,0.589,0.342,0.0655,0.104,76,Whatever,"Kygo, Ava Max"
gaming,0.65,0.539,0.253,0.114,0.0561,0.00617,76,ONE CALL,Rich Amiri
gaming,0.673,0.672,0.14,0.193,0.224,0.0466,76,IDGAF (feat. Yeat),"Drake, Yeat"
gaming,0.687,0.818,0.886,0.248,0.0778,0.0112,76,Deep Down (feat. Never Dull),"Alok, Ella Eyre, Kenny Dope, Never Dull"
gaming,0.755,0.687,0.381,0.125,0.101,0.183,76,Agora Hills,Doja Cat
gaming,0.83,0.919,0.848,0.0757,0.145,0.503,76,CUTE DEPRESSED,Dyan Dxddy
gaming,0.593,0.738,0.591,0.292,0.0351,0.269,75,BRODYAGA FUNK,Eternxlkz
gaming,0.613,0.81,0.686,0.137,0.488,0.832,75,LOVELY BASTARDS,"ZWE1HVNDXR, yatashigang"
gaming,0.628,0.967,0.399,0.274,0.0485,0.0398,75,Boyz In Paris (with VINAI),"Marnik, Naeleck, VINAI"
gaming,0.686,0.897,0.355,0.153,0.0386,0.0103,75,Watch This - ARIZONATEARS Pluggnb Remix,"Lil Uzi Vert, sped up nightcore, ARIZONATEARS"
gaming,0.696,0.793,0.698,0.18,0.097,0.0683,75,10:35,"Tiësto, Tate McRae"
gaming,0.805,0.781,0.818,0.0598,0.0434,0.002,74,TOO COOL TO BE CARELESS,PAWSA
gaming,0.721,0.848,0.774,0.097,0.0266,0.26,74,Automotivo Bibi Fogosa,"Bibi Babydoll, Dj Brunin XM, KZA Produções"
gaming,0.773,0.742,0.571,0.0754,0.046,0.0206,74,Bones,Imagine Dragons
gaming,0.824,0.527,0.212,0.368,0.118,0.149,74,Tailor Swif,A$AP Rocky
gaming,0.475,0.655,0.245,0.375,0.33,0.0306,74,First Person Shooter (feat. J. Cole),"Drake, J. Cole"
gaming,0.762,0.895,0.757,0.204,0.0734,0.00623,73,Atmosphere,"FISHER, Kita Alexander"
gaming,0.737,0.915,0.304,0.084,0.0412,0.00322,73,9mm,"Memphis Cult, Groove Dealers, SPLYXER"
gaming,0.815,0.85,0.694,0.0245,0.113,0.0232,73,edamame,"bbno$, Rich Brian"
gaming,0.76,0.546,0.113,0.103,0.0616,0.0284,73,Breathe,Yeat
gaming,0.585,0.86,0.607,0.18,0.116,0.0566,73,GOOD LOYAL THOTS,Odetari
gaming,0.654,0.636,0.267,0.412,0.0845,0.00258,73,Let's Go,Key Glock
gaming,0.588,0.765,0.492,0.2,0.0518,0.00685,73,GODS,"League of Legends, NewJeans"
gaming,0.681,0.758,0.331,0.555,0.188,0.00465,73,née-nah,"21 Savage, Travis Scott, Metro Boomin"
j-pop,0.574,0.935,0.836,0.367,0.0926,0.112,72,アイドル,YOASOBI
j-pop,0.577,0.941,0.292,0.0891,0.105,0.00207,72,KICK BACK,Kenshi Yonezu
j-pop,0.531,0.794,0.775,0.082,0.0964,0.0176,77,ライラック,Mrs. GREEN APPLE
j-pop,0.479,0.898,0.639,0.297,0.169,0.0134,71,青のすみか,Tatsuya Kitani
j-pop,0.853,0.822,0.746,0.166,0.246,0.0841,80,Bling-Bang-Bang-Born,Creepy Nuts
j-pop,0.545,0.905,0.735,0.182,0.0684,0.103,73,カーテンコール,Yuuri
j-pop,0.695,0.571,0.726,0.118,0.111,0.032,70,晴る,ヨルシカ
j-pop,0.693,0.811,0.944,0.106,0.0313,0.395,69,Nobody - from Kaiju No. 8,OneRepublic
j-pop,0.576,0.808,0.172,0.127,0.0407,0.00615,68,Abyss - from Kaiju No. 8,YUNGBLUD
j-pop,0.436,0.951,0.428,0.149,0.202,0.0046,68,絆ノ奇跡,"MAN WITH A MISSION, milet"
j-pop,0.829,0.514,0.757,0.231,0.0531,0.439,68,タイムパラドックス,Vaundy
metal,0.543,0.836,0.56,0.153,0.0353,0.000647,75,Master Of Puppets,Metallica
metal,0.285,0.908,0.669,0.311,0.0705,0.0318,71,The Trooper - 2015 Remaster,Iron Maiden
metal,0.43,0.704,0.703,0.0933,0.0804,0.000155,73,Walk,Pantera
metal,0.417,0.934,0.287,0.132,0.119,0.000278,83,Chop Suey!,System Of A Down
metal,0.283,0.891,0.226,0.159,0.178,0.00678,68,Blind,Korn
metal,0.437,0.695,0.413,0.124,0.0617,0.00111,72,One,Metallica
metal,0.365,0.763,0.342,0.0865,0.0591,0.00726,69,Mother,Danzig
metal,0.415,0.908,0.437,0.082,0.0765,0.00437,71,Cowboys from Hell,Pantera
metal,0.354,0.982,0.194,0.204,0.168,0.000237,80,Duality,Slipknot
metal,0.577,0.828,0.604,0.0581,0.0298,0.00213,79,Enter Sandman,Metallica
metal,0.58,0.916,0.683,0.126,0.0387,0.000297,75,Hail to the King,Avenged Sevenfold
metal,0.353,0.898,0.525,0.39,0.052,2.23e-05,77,Freak On a Leash,Korn
metal,0.59,0.963,0.586,0.0781,0.0676,8.75e-05,77,Dragula,Rob Zombie
metal,0.554,0.949,0.233,0.2,0.0787,0.000318,70,Nightmare,Avenged Sevenfold
metal,0.443,0.781,0.372,0.166,0.0377,1.33e-05,77,My Own Summer (Shove It),Deftones
metal,0.567,0.714,0.191,0.186,0.0302,0.0012,68,Schism,TOOL
hip-hop,0.669,0.821,0.684,0.147,0.29,0.00182,76,"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg"
hip-hop,0.816,0.775,0.527,0.0543,0.234,0.16,81,Still D.R.E.,"Dr. Dre, Snoop Dogg"
hip-hop,0.901,0.697,0.67,0.287,0.28,0.145,78,Hypnotize - 2014 Remaster,The Notorious B.I.G.
hip-hop,0.535,0.505,0.495,0.0923,0.245,0.0393,74,Doo Wop (That Thing),Ms. Lauryn Hill
hip-hop,0.874,0.63,0.717,0.0582,0.298,0.0578,74,Do For Love,2Pac
hip-hop,0.763,0.786,0.504,0.0817,0.229,0.0146,74,"Shook Ones, Pt. II",Mobb Deep
hip-hop,0.584,0.706,0.579,0.125,0.366,0.209,73,I Got 5 On It,"Luniz, Michael Marshall"
hip-hop,0.9,0.62,0.867,0.0647,0.312,0.2,72,Still Not a Player (feat. Joe) - Radio Version,"Big Pun, Joe"
hip-hop,0.889,0.818,0.782,0.179,0.253,0.47,73,Juicy - 2005 Remaster,The Notorious B.I.G.
hip-hop,0.669,0.821,0.684,0.147,0.29,0.00182,76,"Nuthin' But A ""G"" Thang","Dr. Dre, Snoop Dogg"
hip-hop,0.512,0.514,0.565,0.126,0.387,0.555,72,C.R.E.A.M. (Cash Rules Everything Around Me),Wu-Tang Clan
hip-hop,0.897,0.611,0.769,0.0894,0.211,0.0291,70,Insane in the Brain,Cypress Hill
hip-hop,0.918,0.734,0.608,0.191,0.269,0.0296,70,ATLiens,Outkast
hip-hop,0.665,0.91,0.887,0.227,0.223,0.0394,70,N.Y. State of Mind,Nas
hip-hop,0.934,0.735,0.768,0.107,0.251,0.031,69,Check Yo Self - Remix,"Ice Cube, Das EFX"
hip-hop,0.773,0.54,0.322,0.131,0.103,0.371,68,Dear Mama,2Pac
hip-hop,0.813,0.703,0.241,0.237,0.268,0.125,68,Survival of the Fittest,Mobb Deep
hip-hop,0.845,0.884,0.904,0.203,0.0759,0.0128,72,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"The Notorious B.I.G., Mase, Diddy"
hip-hop,0.848,0.666,0.744,0.129,0.274,0.173,68,Can I Kick It?,A Tribe Called Quest
hip-hop,0.598,0.732,0.595,0.508,0.425,0.144,68,Keep Ya Head Up,2Pac
rock,0.532,0.767,0.755,0.39,0.0574,0.00287,81,You Shook Me All Night Long,AC/DC
rock,0.645,0.795,0.535,0.104,0.0527,0.347,85,Everybody Wants To Rule The World,Tears For Fears
rock,0.491,0.802,0.472,0.387,0.0392,0.25,72,Don't Stop Believin',Journey
rock,0.671,0.373,0.732,0.0481,0.0323,0.257,83,Africa,TOTO
rock,0.31,0.7,0.763,0.0828,0.047,0.011,83,Back In Black,AC/DC
rock,0.527,0.942,0.495,0.188,0.0366,0.0115,82,Dancing In the Dark,Bruce Springsteen
rock,0.541,0.959,0.812,0.344,0.0505,0.0663,81,You Give Love A Bad Name,Bon Jovi
rock,0.509,0.834,0.774,0.0732,0.0386,0.0183,80,Summer Of '69,Bryan Adams
rock,0.743,0.836,0.82,0.384,0.116,0.0804,80,Should I Stay or Should I Go - Remastered,The Clash
rock,0.671,0.712,0.462,0.103,0.0476,0.429,79,Under Pressure - Remastered 2011,"Queen, David Bowie"
rock,0.535,0.716,0.901,0.659,0.0431,0.326,77,I Love Rock 'N Roll,Joan Jett & the Blackhearts
rock,0.631,0.932,0.971,0.0918,0.0354,0.0429,76,Start Me Up - Remastered 2009,The Rolling Stones
rock,0.572,0.835,0.795,0.0702,0.0317,0.171,75,Jump - 2015 Remaster,Van Halen
rock,0.623,0.449,0.573,0.0613,0.0253,0.212,75,Free Fallin',Tom Petty
rock,0.529,0.843,0.188,0.0608,0.0616,0.0628,74,The Final Countdown,Europe
rock,0.389,0.873,0.303,0.273,0.0475,0.00532,73,Hells Bells,AC/DC
rock,0.558,0.768,0.429,0.124,0.0343,0.121,73,Every Little Thing She Does Is Magic,The Police
rock,0.516,0.549,0.907,0.184,0.0373,0.501,73,The Boys Of Summer,Don Henley
rock,0.489,0.758,0.435,0.092,0.0297,0.000678,72,Heroes - 2017 Remaster,David Bowie
rock,0.398,0.952,0.584,0.1,0.061,0.000373,72,Born in the U.S.A.,Bruce Springsteen
rock,0.766,0.478,0.965,0.165,0.0329,0.0513,73,I Won't Back Down,Tom Petty
rock,0.267,0.953,0.568,0.283,0.096,0.00211,72,Pour Some Sugar On Me - Remastered 2017,Def Leppard
rock,0.253,0.803,0.258,0.309,0.0392,0.129,72,Wanted Dead Or Alive,Bon Jovi
rock,0.526,0.978,0.451,0.0744,0.108,0.00122,72,Panama - 2015 Remaster,Van Halen
rock,0.561,0.811,0.635,0.287,0.0265,0.00515,71,Run To You,Bryan Adams
rock,0.797,0.872,0.866,0.284,0.0575,0.291,71,Rock the Casbah - Remastered,The Clash
rock,0.285,0.908,0.669,0.311,0.0705,0.0318,71,The Trooper - 2015 Remaster,Iron Maiden
rock,0.932,0.528,0.757,0.163,0.161,0.115,71,Another One Bites The Dust - Remastered 2011,Queen
rock,0.691,0.812,0.685,0.299,0.0558,0.0433,71,Hungry Like the Wolf - 2009 Remaster,Duran Duran
rock,0.398,0.93,0.725,0.0874,0.0615,0.000854,71,How Soon Is Now? - 2011 Remaster,The Smiths
rock,0.511,0.942,0.498,0.139,0.0429,0.174,71,Shout,Tears For Fears
rock,0.475,0.899,0.603,0.14,0.0637,0.00375,72,Runaway,Bon Jovi
rock,0.469,0.96,0.37,0.334,0.0629,0.141,70,Separate Ways (Worlds Apart) [2023 Remaster],Journey
rock,0.574,0.96,0.978,0.121,0.032,0.0457,70,Glory Days,Bruce Springsteen
rock,0.741,0.58,0.944,0.212,0.0304,0.117,70,Hit Me With Your Best Shot,Pat Benatar
rock,0.365,0.763,0.342,0.0865,0.0591,0.00726,69,Mother,Danzig
rock,0.591,0.804,0.658,0.0818,0.0454,0.327,69,Edge of Seventeen - 2016 Remaster,Stevie Nicks
rock,0.753,0.427,0.295,0.058,0.0387,0.00787,69,Beds Are Burning - Remastered,Midnight Oil
rock,0.799,0.506,0.518,0.0365,0.0606,0.0453,69,Don't Stand So Close To Me,The Police
rock,0.785,0.737,0.971,0.108,0.0363,0.042,69,Hurts So Good,John Mellencamp
rock,0.659,0.846,0.659,0.203,0.0274,0.0318,69,Hysteria,Def Leppard
rock,0.553,0.833,0.773,0.0737,0.0347,0.000646,69,Call Me,Blondie
rock,0.503,0.858,0.419,0.0803,0.0657,0.00757,68,Fight For Your Right,Beastie Boys
rock,0.531,0.632,0.294,0.364,0.0312,0.16,68,Every Rose Has Its Thorn - 2003 Remaster,Poison
hip-hop,0.823,0.691,0.707,0.1,0.197,0.0774,74,SPIDER,"GIMS, DYSTINCT"
hip-hop,0.724,0.78,0.72,0.139,0.354,0.294,70,Bolide Noir,"Central Cee, JRK 19"
hip-hop,0.702,0.693,0.572,0.0702,0.191,0.139,68,MAMI WATA,"Gazo, Tiakola"
k-pop,0.682,0.926,0.86,0.19,0.0607,0.0404,73,ABCD,NAYEON
